A1,A2,A3,A4,Clase
-2.69745404787309,0.28303297856494924,-0.13098953742514702,-0.06901730264120251,1
-2.6889040085898235,-0.23503050255601463,0.012382736342683663,0.1334216201768297,1
1.2279283811885127,0.6891968800609335,-0.32073000210207203,-0.048961709900738566,2
0.8730252525642394,0.29555743434556514,0.03644004458651676,-0.009957686799641815,2
1.4075545674050836,0.5050457607990878,-0.26385168667272463,-0.024720098283130012,2
0.13091349798727697,-0.8410762559738222,-0.2083988833206551,-0.09591056418545192,2
1.0326872247059382,0.07138630787452421,-0.26267654175331434,-0.13154974445528966,2
0.5859730035157382,-0.441313431531775,0.0312595873679147,0.24419875360740864,2
1.033919836599156,0.24966737090687025,0.21971165272123508,0.08179498377477858,2
-0.8023797673507936,-1.0329542484990843,-0.04489647186340105,0.02824046604281218,2
0.9897535112949241,0.23388739086744903,-0.36607441673006713,0.013567359047912713,2
-0.06651718194900796,-0.7674127775395282,0.25167758546919106,0.022091391013274665,2
-0.5568874700671564,-1.2739893034589107,-0.3385679779421243,-0.04519440831787513,2
0.4524236661378152,-0.1381864043314708,0.15258691704880953,-0.04830468045641064,2
0.2172169798254083,-0.527898753439205,-0.7027000958331882,-0.0841686632561092,2
0.9287098007329186,-0.1411289266502284,-0.04434421044835297,0.162315808996906,2
-0.23223416648898526,-0.2896224608851769,0.09722559256082987,-0.12073324353184227,2
0.8706978789441671,0.46301339662357,-0.24493664566748835,-0.12300742015307092,2
0.6008093136542709,-0.3964229307899729,0.3242474014027242,0.20034823853942407,2
0.1834814142403053,-0.3375398696982084,-0.2777216214282594,0.20222041350484923,2
0.8939463781996042,-0.5341776720982891,-0.4919762565599421,-0.2780587355097305,2
-0.007216341656502458,-0.5925807165805358,-0.25404519220583,0.034804885501196085,2
1.0535785472427495,-0.1373423815669845,0.48387985152968727,0.08901643267749025,2
0.3022951483518584,-0.08013413443165415,-0.20306613869841156,-0.13549565501533076,2
1.2455387181313289,-0.3250268886546566,-0.33238107764765307,-0.01889053693165679,2
0.868139246867106,-0.18610381314450322,-0.2223602969402795,0.2746489765802812,2
0.6595256505962043,0.14604934900570996,-0.2788594951329957,-0.06144994476299868,2
0.8436952373985411,0.32466795504794554,-0.25635821082997623,-0.12203582659449197,2
1.278485025420853,0.257381012597748,-0.4645213448713115,-0.06637239844543252,2
1.4999501633215824,0.2564658356533288,-0.1032336502446668,-0.08695289545438759,2
0.7556488852909092,-0.18869380404535557,0.05395043028924966,0.02768421691307946,2
-0.35850317815694904,-0.3747017403411183,-0.3218136681573929,-0.08575109270633297,2
2.464427660749231,-0.07826408582519774,0.8071851767422182,0.050439229831245776,3
1.356498262964566,-0.6148795409639194,0.2934166618094012,0.026393109676436034,3
2.5577695700581167,0.33323885107584844,-0.03168937237700525,-0.08462413207124662,3
1.913792322196547,-0.2027857385558046,0.13075022979970266,0.23409881845401556,3
2.288696766575782,-0.07726452312830558,0.330925754572691,0.0025370743248101808,3
3.3404240592339476,0.5612659199745901,-0.2524492165002387,0.0788405358085509,3
0.4629955756098766,-1.25073560741349,0.48550917810991884,0.12857175534450635,3
2.8782890245546424,0.37131589866317827,-0.3488850202745169,0.22392787114889032,3
2.268389947389543,-0.23617605252348575,-0.31824651984961266,0.05648257498237406,3
2.849476566346763,0.7351977923971784,0.5362444653496068,-0.1126811057714388,3
1.5992165334439201,0.2031996735336467,0.30438404531106783,-0.12096345272131825,3
1.7463695690671595,-0.23331791595720092,-0.006343664809567444,-0.08565526195555175,3
2.1053429415810054,0.1930498240388465,0.10185555014915627,-0.1730714961401336,3
1.2879992748461493,-0.8175694026709839,0.2707630901027406,-0.12759235806924174,3
1.5219733492653382,-0.6061381165955964,0.6436619085101892,-0.30507310349961114,3
1.8394132735263036,0.06402344076607593,0.5392784472323416,-0.2090550086870849,3
1.8913330812366875,0.021638545172653383,0.08495163351088603,0.15024291856349212,3
3.422664595764043,1.1545833077338088,0.2642036734617746,0.2892704833628824,3
3.7416830366161635,0.27921129510867787,-0.4258562021786138,-0.09252585231895713,3
1.2503611186363894,-0.7569271418703141,-0.36120069287400997,0.03218142703903979,3
2.3645767872763206,0.3426422951311745,0.3021833623257856,-0.19006189069216725,3
1.1377031037952774,-0.6625288041115197,0.5066830300898865,-0.0397558298919996,3
3.4463862517156736,0.48743367003535193,-0.48258223020431995,0.09780388564060555,3
1.3317116483846343,-0.2229992949574565,-0.0337586247334205,-0.17051252356751687,3
2.2125377459559483,0.29749863713195435,0.35411073091962425,0.05923658192198879,3
2.556332203219894,0.5600843542002145,-0.12385524080958621,0.21545003273621197,3
1.2001470795154159,-0.20621975222114325,0.07576802254835413,-0.15018705434708704,3
1.2308773598392475,-0.15403753855082594,0.25938147670503,0.00020831094166993597,3
2.064431098358787,-0.23893481492928334,0.18800766246568157,-0.05351687965404682,3
2.3334668001610317,0.4797067967719353,-0.3759581341764133,0.1977133042512609,3
